IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
15.160.15.101,2096,80,false,MXP,Europe,Milan,327,0.00
15.160.15.101,2052,80,false,MXP,Europe,Milan,328,0.00
15.161.215.18,2083,80,false,MXP,Europe,Milan,328,0.00
15.161.215.18,2052,80,false,MXP,Europe,Milan,328,0.00
3.120.76.162,2096,80,false,FRA,Europe,Frankfurt,330,0.00
3.120.76.162,2083,80,false,FRA,Europe,Frankfurt,336,0.00
3.120.76.162,2082,80,false,FRA,Europe,Frankfurt,336,0.00
3.120.76.162,2052,80,false,FRA,Europe,Frankfurt,339,0.00
18.228.59.121,2052,80,false,EWR,North America,Newark,339,0.00
18.229.18.106,2053,80,false,GRU,South America,São Paulo,339,0.00
18.229.18.106,2096,80,false,GRU,South America,São Paulo,341,0.00
18.229.172.62,2053,80,false,GRU,South America,São Paulo,341,0.00
13.53.47.110,2086,80,false,CPH,Europe,Copenhagen,346,0.00
18.229.18.106,2082,80,false,GRU,South America,São Paulo,346,0.00
13.53.47.110,2096,80,false,CPH,Europe,Copenhagen,346,0.00
13.49.6.192,2096,80,false,OSL,Europe,Oslo,346,0.00
18.228.59.121,2053,80,false,FRA,Europe,Frankfurt,347,0.00
18.229.172.62,2052,80,false,GRU,South America,São Paulo,347,0.00
13.49.119.167,2096,80,false,ARN,Europe,Stockholm,347,0.00
18.229.18.106,2095,80,false,GRU,South America,São Paulo,347,0.00
13.53.47.110,2082,80,false,CPH,Europe,Copenhagen,347,0.00
18.229.172.62,2096,80,false,GRU,South America,São Paulo,348,0.00
13.48.36.215,2053,80,false,OSL,Europe,Oslo,349,0.00
13.51.138.200,2096,80,false,ARN,Europe,Stockholm,352,0.00
13.48.36.215,2082,80,false,OSL,Europe,Oslo,352,0.00
13.53.47.110,2052,80,false,ARN,Europe,Stockholm,352,0.00
13.49.119.167,2053,80,false,ARN,Europe,Stockholm,352,0.00
13.51.138.200,2095,80,false,CPH,Europe,Copenhagen,352,0.00
13.48.36.215,2083,80,false,ARN,Europe,Stockholm,352,0.00
13.49.6.192,2082,80,false,ARN,Europe,Stockholm,353,0.00
18.229.18.106,2052,80,false,GRU,South America,São Paulo,353,0.00
13.48.140.41,2053,80,false,ARN,Europe,Stockholm,353,0.00
13.48.140.41,2095,80,false,OSL,Europe,Oslo,353,0.00
18.229.172.62,2086,80,false,GRU,South America,São Paulo,359,0.00
18.229.172.62,2087,80,false,GRU,South America,São Paulo,359,0.00
18.229.18.106,2086,80,false,GRU,South America,São Paulo,359,0.00
18.229.172.62,2095,80,false,GRU,South America,São Paulo,359,0.00
18.229.172.62,2082,80,false,GRU,South America,São Paulo,361,0.00
18.229.172.62,2083,80,false,GRU,South America,São Paulo,365,0.00
13.51.138.200,2082,80,false,OSL,Europe,Oslo,369,0.00
13.246.85.121,2052,80,false,CPT,Africa,Cape Town,379,0.00
13.246.85.121,2096,80,false,CPT,Africa,Cape Town,380,0.00
13.245.152.196,2086,80,false,CPT,Africa,Cape Town,382,0.00
13.245.152.196,2082,80,false,CPT,Africa,Cape Town,382,0.00
13.246.85.121,2095,80,false,CPT,Africa,Cape Town,382,0.00
13.245.152.196,2053,80,false,CPT,Africa,Cape Town,382,0.00
13.245.152.196,2095,80,false,CPT,Africa,Cape Town,382,0.00
13.246.85.121,2083,80,false,CPT,Africa,Cape Town,382,0.00
13.246.85.121,2053,80,false,CPT,Africa,Cape Town,386,0.00
13.245.152.196,2096,80,false,CPT,Africa,Cape Town,390,0.00
13.246.85.121,2086,80,false,CPT,Africa,Cape Town,461,0.00
13.246.85.121,2082,80,false,CPT,Africa,Cape Town,467,0.00
